adp_code,adp_name,financial_year,cidp_code,sector_name,programme_name,subprogramme_name,project_name,location_text,subcounty,ward,sublocation,village,activity_description,estimated_cost,funding_source,timeframe,performance_indicator,target,plan_status,implementing_agency,cross_cutting_issues,source_pdf_page,raw_text
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Install VoIP Teleph ony System s,County wide,,,,,Specificati ons and Acquisition of Internet Service,15000000.0,CGM,"Q2, Q3, Q4",No. of VoIP Teleph ony Syste ms installe d,,5 New,Department of ICT & Infrast ructur e,Privac y and Data Protect ion,247,"Install All Specificati 15 CG Q2, No. of 5 New Depart Privac | VoIP ons and M Q3, VoIP ment y and | Teleph Acquisition Q4 Teleph of ICT Data | ony of Internet ony & Protect | System Service Syste Infrast ion | s ms ructur | installe e | d"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Install free public interne t hotspot s in wards,20 Wards,,,,,"Specificati ons for masts & Internet, Installation and Acquisition of Internet Service",45000000.0,CGM,"Q2, Q3, Q4",No. of Hot Spots Install ed,,20 New,Department of ICT & Infrast ructur e,Privac y and Data Protect ion,247,"Install 20 Specificati 45 CG Q2, No. of 20 New Depart Privac | free Wards ons for M Q3, Hot ment y and | public masts & Q4 Spots of ICT Data | interne Internet, Install & Protect | t Installation ed Infrast ion | hotspot and ructur | s in Acquisition e | wards of Internet | Service"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Establi shment of Digital Hubs,Kangu ndo,,,,,Constructio n and equipping of Digital Hubs,70000000.0,CGM,Q2,No. of Digital Hubs establi shed,,1 New,Department of Digital Econo my,Disabil ity accessi ble and enviro nmenta l compli ant,247,Establi Kangu Constructio 70 CG Q2 No. of 1 New Depart Disabil | shment ndo n and M Digital ment ity | of equipping Hubs of accessi | Digital of Digital establi Digital ble and | Hubs Hubs shed Econo enviro | my nmenta | l | ons) | compli | ant
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Establi shment of digital Hubs,Mwala,,,,,Constructio n of Digital Hubs,70000000.0,CGM,Q2,No. of Digital Hubs Establi shed,,1 New,Department of Digital Econo my,Disabil ity accessi ble and enviro nmenta l compli ant,248,Establi Mwala Constructio 70 CG Q2 No. of 1 New Depart Disabil | shment n of Digital M Digital ment ity | of Hubs Hubs of accessi | digital Establi Digital ble and | Hubs shed Econo enviro | my nmenta | l | compli | ant
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Establi shment of a Digital Hubs,Kalam a,,,,,Constructio n of Digital Hubs,70000000.0,CGM,Q3,No. of Digital hubs Establi shed,,1 New,Department of Digital Econo my,Disabil ity friendl y and enviro nmenta l compli ant,248,Establi Kalam Constructio 70 CG Q3 No. of 1 New Depart Disabil | shment a n of Digital M Digital ment ity | of a Hubs hubs of friendl | Digital Establi Digital y and | Hubs shed Econo enviro | my nmenta | l | compli | ant
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Establi shment of a Digital Hubs,Yatta,,,,,Constructio n of Digital Hubs Hubs,70000000.0,CGM,Q3,No. of Digital Hubs Establi shed,,1 New,Department of Digital Econo my,Disabil ity friendl y and enviro nmenta l compli ant,248,Establi Yatta Constructio 70 CG Q3 No. of 1 New Depart Disabil | shment n of Digital M Digital ment ity | of a Hubs Hubs Hubs of friendl | Digital Establi Digital y and | Hubs shed Econo enviro | my nmenta | l | compli | ant
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Establi shment of a Digital Hubs,Mavok o,,,,,Constructio n of Digital Hubs Hubs,70000000.0,CGM,Q4,No. of Digital Hubs Establi shed,,1 New,Department of Digital Econo my,Disabil ity friendl y and enviro nmenta l compli ant,248,Establi Mavok Constructio 70 CG Q4 No. of 1 New Depart Disabil | shment o n of Digital M Digital ment ity | of a Hubs Hubs Hubs of friendl | Digital Establi Digital y and | Hubs shed Econo enviro | my nmenta | l | compli | ant
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,Creatio n of a Digital Platfor m Digital,,,,,,Set up of functional and interactive Digital Platform,30000000.0,CGM,Q3,A fully operati onal Digital platfor m,,1 New,Department of Digital Econo my,Disabil ity friendl y,248,Creatio Set up of a 30 CG Q3 A fully 1 New Depart Disabil | n of a functional M operati ment ity | Digital and onal of friendl | Platfor interactive Digital Digital y | m Digital platfor Econo | Platform m my | Digital
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Energy, Infrastructure and ICT",County ICT Infrastructure,,skills trainin g,Mua/M ikuyu,,,,,Training digital skills for digital infrastructu re uptake and promotion of digital innovation,12000000.0,CGM,Q2,Creati on of a digitall y skilled popula ce to enable digital innova tion,,30 New 0,Department of Digital econo my,,248,skills Mua/M Training on 12 CG Q2 Creati 30 New Depart | ikuyu digital M on of a 0 ment | ons) | trainin skills for digitall of | g digital y Digital | infrastructu skilled econo | re uptake popula my | and ce to | promotion enable | of digital digital | innovation innova | tion
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,New Macha kos speciali st Hospita l,,,,,,Constru ction,450000000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,New,Departm ent of Health,"Disab ility friend ly, tree planti ng",267,"Health New Constru 450 CG Q1, No of 1 New Departm Disab | Facilities Macha ction M Q2, Q3 health ent of ility | Infrastru kos , Q4 facility Health friend | cture speciali construc ly, | st ted tree | Hospita planti | l ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Syokim au Health Facility,,,,,,Constru ction,100000000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",267,"Health Syokim Constru 100 CG Q1, No of 1 Ongoing Departm Disab | Facilities au ction M Q2, Q3 health ent of ility | Infrastru Health , Q4 facility Health friend | cture Facility construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,"Purcha se Special ised Plant, Equip ment and Machin ery",,,,,,Constru of ction,18400000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",267,"Health Purcha Constru 18.4 CG Q1, No of 1 Ongoing Departm Disab | Facilities se of ction M Q2, Q3 health ent of ility | Infrastru Special , Q4 facility Health friend | cture ised construc ly, | Plant, ted tree | Equip planti | ment ng | and | Machin | ery"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Kangu ndo level,,,,,,Constru ction 4,15000000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",267,"Health Kangu Constru 15 CG Q1, No of 1 Ongoing Departm Disab | Facilities ndo ction M Q2, Q3 health ent of ility | Infrastru level 4 , Q4 facility Health friend | cture construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Kathia ni level 4,,,,,,Constru ction,10000000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",267,"Health Kathia Constru 10 CG Q1, No of 1 Ongoing Departm Disab | Facilities ni level ction M Q2, Q3 health ent of ility | Infrastru 4 , Q4 facility Health friend | cture construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Mwala Level,,,,,,Constru 4 ction,10500000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",267,"Health Mwala Constru 10.5 CG Q1, No of 1 Ongoing Departm Disab | Facilities Level 4 ction M Q2, Q3 health ent of ility | Infrastru , Q4 facility Health friend | cture construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Kimiti Level,,,,,,Constru 4 ction,6300000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",268,"Health Kimiti Constru 6.3 CG Q1, No of 1 Ongoing Departm Disab | Facilities Level 4 ction M Q2, Q3 health ent of ility | Infrastru , Q4 facility Health friend | cture construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Masing a level 4,,,,,,Constru ction,4000000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",268,"Health Masing Constru 4 CG Q1, No of 1 Ongoing Departm Disab | Facilities a level ction M Q2, Q3 health ent of ility | Infrastru 4 , Q4 facility Health friend | cture construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Athiriv er Level,,,,,,Constru ction 4,8400000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",268,"Health Athiriv Constru 8.4 CG Q1, No of 1 Ongoing Departm Disab | Facilities er ction M Q2, Q3 health ent of ility | Infrastru Level 4 , Q4 facility Health friend | cture construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Mutitu ni Level,,,,,,Constru ction 4,6300000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",268,"Health Mutitu Constru 6.3 CG Q1, No of 1 Ongoing Departm Disab | Facilities ni ction M Q2, Q3 health ent of ility | Infrastru Level 4 , Q4 facility Health friend | cture construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Ndithin i Level 4,,,,,,Constru ction,15000000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",268,"Health Ndithin Constru 15 CG Q1, No of 1 Ongoing Departm Disab | Facilities i Level ction M Q2, Q3 health ent of ility | Infrastru 4 , Q4 facility Health friend | cture construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Kalama Level,,,,,,Constru 4 ction,5000000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",268,"Health Kalama Constru 5 CG Q1, No of 1 Ongoing Departm Disab | Facilities Level 4 ction M Q2, Q3 health ent of ility | Infrastru , Q4 facility Health friend | cture construc ly, | ted tree | planti | ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,Health,Health ADP Projects,Health Facilities Infrastru cture,Compl etion phased Comm unity Hospita ls,,,,,,Constru of ction,40000000.0,CGM,"Q1, Q2, Q3 , Q4",No health facility construc ted,of 1,Ongoing,Departm ent Health,"Disab of ility friend ly, tree planti ng",268,"Health Compl Constru 40 CG Q1, No of 1 Ongoing Departm Disab | Facilities etion of ction M Q2, Q3 health ent of ility | Infrastru phased , Q4 facility Health friend | cture Comm construc ly, | unity ted tree | Hospita planti | ls ng"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Digital Land Governance,SP 6.2.2: Digitization & Digitalizati on,Spatial plans prepared,,,,,,Preparation of County Spatial Plan,105000000.0,CGM,Q1 to Q4,,1,Ongoing,Departmen t of lands & physical planning,,278,SP 6.2.2: Spatial Preparation 105 CG Q1 1 Ongoi Departmen | Digitization plans of County M to ng t of lands | & prepared Spatial Plan Q4 & physical | Digitalizati planning | on
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Land Administration,SP 6.3.2: Valuation Systems,Valuation roll,,,,,,Preparation of supplement ary valuation roll,25000000.0,CGM,Q1 to Q4,,1,Ongoing,Departmen t of lands & physical planning,,278,SP 6.3.2: Valuation Preparation 25 CG Q1 1 Ongoi Departmen | Valuation roll of M to ng t of lands | Systems supplement Q4 & physical | ary planning | valuation | roll
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Land Administration,SP 6.3.3: Public Land Acquisition in Urban Areas,Acquired public land in urban areas,,,,,,Acquiring public land in urban areas,5000000.0,CGM,Q1 to Q4,,5,New,Departmen t of lands & physical planning,,278,SP 6.3.3: Acquired Acquiring 5 CG Q1 5 New Departmen | Public public land public land M to t of lands | Land in urban in urban Q4 & physical | Acquisition areas areas planning | in Urban | Areas
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Land Administration,SP 6.3.4: Public Land Security,Secured public land,,,,,,Securing public land,10000000.0,CGM,Q1 to Q4,,50%,-,Departmen t of lands & physical planning,,278,SP 6.3.4: Secured Securing 10 CG Q1 50% - Departmen | Public public land public land M to t of lands | Land Q4 & physical | Security planning
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Land Administration,,Re- possession of grabbed public land,,,,,,Repossessio n of grabbed public land Housing,2500000.0,CGM Development,Q1 to Q4,,50% Sub sector,-,Departmen t of lands & physical planning,,278,Re- Repossessio 2.5 CG Q1 50% - Departmen | possession n of M to t of lands | of grabbed grabbed Q4 & physical | public land public land planning | Housing and Urban Development Sub sector
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Housing and Urban Administration and Support Services,Housing and Urban Administra tion and Support Services,"Municipal/ Town offices established, equipped staffed",,,,,,"Establishing , equipping and staffing municipal/ & town offices",40000000.0,CGM,Q1 to Q4,,4,New,Departmen t of Urban & Housing Developm ent.,Disabilit y Friendly,278,"Housing Municipal/ Establishing 40 CG Q1 4 New Departmen Disabilit | and Urban Town , equipping M to t of Urban y | Administra offices and staffing Q4 & Housing Friendly | tion and established, municipal/ Developm | Support equipped & town ent. | Services staffed offices"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,SP 6.5.1: Urban Institutiona l,Staff houses renovated approved,,,,,,Renovating staff houses developmen t plans,25000000.0,CGM,Q1 to Q4,,100,New,Departmen t of Urban & Housing Developm ent. Developm ent.,Disabilit y Friendly,278,SP 6.5.1: Staff houses Renovating 25 CG Q1 100 New Departmen Disabilit | Urban renovated staff houses M to t of Urban y | Institutiona Q4 & Housing Friendly | l Developm | ent. | approved developmen Developm | t plans ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Housing policy prepared and approved,,,,,,Preparation and approval housing policy,5000000.0,CGM,Q1 to Q4,,1,-,Departmen t of Urban & Housing Developm ent.,,279,Housing Preparation 5 CG Q1 1 - Departmen | policy and M to t of Urban | prepared approval of Q4 & Housing | and housing Developm | approved policy ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,SP 6.5.2: Urban Infrastruct ural Developme,Skip Loaders acquired,,,,,,Procuring skip loaders,30000000.0,CGM,Q1 to Q4,,-,-,Departmen t of Urban & Housing Developm ent.,,279,SP 6.5.2: Skip Procuring 30 CG Q1 - - Departmen | Urban Loaders skip loaders M to t of Urban | Infrastruct acquired Q4 & Housing | ural Developm | Developme ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,nt,Garbage compacting trucks procured,,,,,,Procuring garbage compacting trucks,20000000.0,CGM,Q1 to Q4,,2,New,Departmen t of Urban & Housing Developm ent.,,279,nt Garbage Procuring 20 CG Q1 2 New Departmen | compacting garbage M to t of Urban | trucks compacting Q4 & Housing | procured trucks Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Exhauster trucks procured,,,,,,Procuring exhauster trucks,20000000.0,CGM,Q1 to Q4,,2,New,Departmen t of Urban & Housing Developm ent.,,279,Exhauster Procuring 20 CG Q1 2 New Departmen | trucks exhauster M to t of Urban | procured trucks Q4 & Housing | Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Small waste collection bins procured,,,,,,Procuring small waste collection bins,5000000.0,CGM,Q1 to Q4,,20,New,Departmen t of Urban & Housing Developm ent.,Environ ment Climate change friendly,279,Small waste Procuring 5 CG Q1 20 New Departmen Environ | collection small waste M to t of Urban ment | bins collection Q4 & Housing Climate | procured bins Developm change | ent. friendly
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Drainage constructed,,,,,,Constructin g drainage,160000000.0,CGM,Q1 to Q4,,16,New,Departmen t of Urban & Housing Developm ent.,,279,Drainage Constructin 160 CG Q1 16 New Departmen | constructed g drainage M to t of Urban | Q4 & Housing | Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Roads tarmacked,,,,,,Tarmacking roads,300000000.0,CGM,Q1 to Q4,,10,New,Departmen t of Urban & Housing Developm ent.,,279,Roads Tarmacking 300 CG Q1 10 New Departmen | tarmacked roads M to t of Urban | Q4 & Housing | Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,"Civil Works done (cabros, drainage etc.)",,,,,,Doing civil works (in square meters ),200000000.0,CGM,Q1 to Q4,,2500,New,Departmen t of Urban & Housing Developm ent.,Environ ment Climate change friendly,279,"Civil Works Doing civil 200 CG Q1 2500 New Departmen Environ | done works (in M to t of Urban ment | (cabros, square Q4 & Housing Climate | drainage meters ) Developm change | etc.) ent. friendly"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Street lighting,,,,,,Street lighting roads,1400000.0,CGM,Q1 to Q4,,28,New,Departmen t of Urban & Housing Developm ent. Developm ent.,Environ ment Climate change friendly,279,Street Street 1.4 CG Q1 28 New Departmen Environ | lighting lighting M to t of Urban ment | roads Q4 & Housing Climate | Developm change | ent. friendly | Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Bus parks upgraded,,,,,,Upgrading bus parks,2000000.0,CGM,Q1 to Q4,,1,New,Departmen t of Urban & Housing Developm ent.,Disabilit y Friendly,280,Bus parks Upgrading 2 CG Q1 1 New Departmen Disabilit | upgraded bus parks M to t of Urban y | Q4 & Housing Friendly | Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Slaughter house rehabilitate d,,,,,,Rehabilitati on of slaughter house,2000000.0,CGM,Q1 to Q4,,1,New,Departmen t of Urban & Housing Developm ent.,Disabilit y Friendly,280,Slaughter Rehabilitati 2 CG Q1 1 New Departmen Disabilit | house on of M to t of Urban y | rehabilitate slaughter Q4 & Housing Friendly | d house Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Social Halls constructed,,,,,,Constructio n of social hall,20000000.0,CGM,Q1 to Q4,,2,New,Departmen t of Urban & Housing Developm ent.,Disabilit y Friendly,280,Social Halls Constructio 20 CG Q1 2 New Departmen Disabilit | constructed n of social M to t of Urban y | hall Q4 & Housing Friendly | Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Fire hydrants and assembling points installed,,,,,,Installing Fire hydrants,1000000.0,CGM,Q1 to Q4,,10,New,Departmen t of Urban & Housing Developm ent.,,280,Fire Installing 1 CG Q1 10 New Departmen | hydrants Fire M to t of Urban | and hydrants Q4 & Housing | assembling Developm | points ent. | installed
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Recreationa l Areas established and maintained,,,,,,,2000000.0,CGM,Q1 to Q4,,1,New,Departmen t of Urban & Housing Developm ent.,Disabilit y Friendly,280,Recreationa 2 CG Q1 1 New Departmen Disabilit | l Areas M to t of Urban y | established Q4 & Housing Friendly | and Developm | maintained ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Kenya Integrated Devolution Urban Support Programme (KIDUSP)-KUSP2,,Sub- counties with Accommod ative NMT and Street lighting,,,,,,Constructio n of Accommod ative NMT and Street lighting two sub counties,166000000.0,CGM,Q1 to Q4,,2,New,Departmen t of Urban & Housing Developm ent.,Disabilit y Friendly,280,Sub- Constructio 166 CG Q1 2 New Departmen Disabilit | counties n of M to t of Urban y | with Accommod Q4 & Housing Friendly | Accommod ative NMT Developm | ative NMT and Street ent. | and Street lighting in | lighting two sub | counties
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Solid Waste Management,SP 6.6.1: Solid Waste Manageme nt in municipalit ies and other sub counties,"Regional Sanitary landfills (Machakos New City Site, Matuu Town and Tala/ Kangundo)",,,,,,Purchasing land for regional landfill,300000000.0,CGM,Q1 to Q4,,3,New,Departmen t of Urban & Housing Developm ent.,Environ ment Climate change friendly,280,"SP 6.6.1: Regional Purchasing 300 CG Q1 3 New Departmen Environ | Solid Waste Sanitary land for M to t of Urban ment | Manageme landfills regional Q4 & Housing Climate | nt in (Machakos landfill Developm change | municipalit New City ent. friendly | ies and Site, Matuu | other sub Town and | counties Tala/ | Kangundo)"
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Solid Waste Management,,Backhoes procured tractors garbage collection procured,,,,,,Procuring backhoes for 7ton tractors garbage collection,60000000.0,CGM M,Q1 to Q4 to Q4,,2,,Departmen t of Urban & Housing t of Urban & Housing Developm ent.,,280,Backhoes Procuring 60 CG Q1 2 Departmen | procured backhoes M to t of Urban | Q4 & Housing | tractors for 7ton M to t of Urban | garbage tractors for Q4 & Housing | collection garbage Developm | procured collection ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Solid Waste Management,,Vehicles procured,,,,,,Procuring vehicles,20000000.0,CGM,Q1 to Q4,,4,New,Departmen t of Urban & Housing Developm ent.,,281,Vehicles Procuring 20 CG Q1 4 New Departmen | procured vehicles M to t of Urban | Q4 & Housing | Developm | ent.
MACHAKOS-CADP-2025-2026,Machakos County Annual Development Plan 2025/2026,2025/2026,MACHAKOS-CIDP-2023-2027,"Lands, Environment and Natural Resources",Solid Waste Management,,Skip bins procured,,,,,,Procuring skip bins,18000000.0,CGM,Q1 to Q4,,100,New,Departmen t of Urban & Housing Developm ent.,Environ ment Climate change friendly,281,Skip bins Procuring 18 CG Q1 100 New Departmen Environ | procured skip bins M to t of Urban ment | Q4 & Housing Climate | Developm change | ent. friendly
